POPS_Number,Borough_Name,Borough_Code,Community_District,Address_Number,Street_Name,Zip_Code,Building_Address_With_Zip_Code,Tax_Block,Tax_Lot,Building_Name,Building_Location,Year_Completed,Building_Constructed,Public_Space_Type,Developer,Building_Architect,Principal_Public_Space_Designer,Size_Required,Hour_Of_Access_Required,Amenities_Required,Other_Required,Permitted_Amenities,Physically_Disabled,Latitude,Longitude,XCoordinate,YCoordinate
M040009,Manhattan,1,4,650,WEST 42 STREET,10036,"650 WEST 42 STREET, New York, NY 10036",1089,1,River Place,"Block bounded by Eleventh Avenue, Twelfth Avenue, West 41st Street, and West 42nd Street",1999,Completed,Major Public Open Space; Public Open Space,Silverstein Properties,CK Architecture,Thomas Balsley Associates,Major Public Open Space 0.00 sf; Public Open Space 0.00 sf,"Major Public Open Space: Restricted Hours (7:00 am to 8:30 pm from May 1 through September 30, 7:00 am to 7:00 pm from October 1 through April 30); Public Open Space: Restricted Hours (7:00 am to 8:30 pm from May 1 through September 30, 7:00 am to 7:00 pm from October 1 through April 30)","Major Public Open Space: Lighting; Major Public Open Space: Litter Receptacles (13 trash receptacles, 7 duplex receptacles); Major Public Open Space: Other Required (dog run, pavilion in the northern corner); Major Public Open Space: Planting (lawn, 4 garden plots, 2 gardens on West 42nd Street); Major Public Open Space: Plaque/Sign (2 on West 42nd Street, 2 on West 41st Street); Major Public Open Space: Retail Frontage; Major Public Open Space: Seating (582.5 linear feet (354 lf of which have backs) including benches, planter seatwalls, picnic seats, lounge chairs and movable chairs); Major Public Open Space: Trees on Street (12); Major Public Open Space: Trees within Space (35); Public Open Space: Drinking Fountain; Public Open Space: Food Service (600 sf outdoor café with 9 tables and 36 chairs, 500 sf indoor café adjacent to outdoor café); Public Open Space: Lighting; Public Open Space: Other Required (1 play area); Public Open Space: Plaque/Sign (1 entry sign); Public Open Space: Tables (5)","dog run, pavilion in the northern corner; 1 play area",,None,40.761271,-74.000466,984121,216628
M040010,Manhattan,1,4,585,EIGHTH AVENUE,10018,"585 EIGHTH AVENUE, New York, NY 10018",762,38,,West side of Eighth Avenue between West 38th and West 39th Streets,2013,Completed,Public Plaza,Sam Chang,"Gene Kaufman Architect, TC","Eberlin and Eberlin, PC",Public Plaza 2220.00 sf,Public Plaza: 24 Hours,"Public Plaza: Bicycle Parking (2 spaces required, bike rack for 3 bikes provided); Public Plaza: Drinking Fountain (1); Public Plaza: Lighting (minimum 2 horizontal foot candles throughout all walkable and sitting areas and minimum .5 horizontal foot candles throughout all other areas required, minimum illumination exceeding 2 horizontal foot candles at all locations provided including 9 light poles with ""spool of thread"" fixture); Public Plaza: Litter Receptacles (2 provided); Public Plaza: Planting (444 sf required; 488 sf provided); Public Plaza: Plaque/Sign (1 entry plaque, 1 information plaque); Public Plaza: Retail Frontage (24'-1"" required, 28'-3"" provided); Public Plaza: Seating (74 linear feet required, 95.16 total lf including benches with backs: 55.16 lf, benches without backs: 4 lf, 6 fixed chairs and 12 movable chairs provided); Public Plaza: Tables (3 fixed ""sewing machine"" tables, 4 movable tables); Public Plaza: Trees on Street (1 on-site, 1 off-site); Public Plaza: Trees within Space (4)",,,Full/Partial,40.755232,-73.99172,986544,214428
M040011,Manhattan,1,4,525,EIGHTH AVENUE,10018,"525 EIGHTH AVENUE, New York, NY 10018",760,39,,Northwest corner of Eighth Avenue and W 36th Street.,2019,Completed,Public Plaza,LSCH LLC,Gene Kaufman Architect,Gene Kaufman Architect,Public Plaza 2408.50 sf,Public Plaza: 24 Hours,"Public Plaza: Bicycle Parking (2 bicycle parking spots); Public Plaza: Drinking Fountain (1); Public Plaza: Lighting; Public Plaza: Litter Receptacles (2); Public Plaza: Planting (521.89 sf total of planting beds provided); Public Plaza: Plaque/Sign; Public Plaza: Retail Frontage (49' - 4 1/4"" provided); Public Plaza: Seating (103.98 LF of seating provided including: fixed benches with backs; fixed benches without backs; 14 movable chairs); Public Plaza: Tables (5 tables provided: 3 round and 2 rectangular); Public Plaza: Trees within Space (4)",,,Full/Partial,40.753821,-73.992669,986358,213862
M040012,Manhattan,1,4,76,ELEVENTH AVENUE,10011,"76 ELEVENTH AVENUE, New York, NY 10011",689,17,HFZ Plaza,,,,At-Grade Plaza,,,,,,,,,None,40.7447,-74.00742,981968,210767
M040013,Manhattan,1,4,501,WEST 52 STREET,10019,"501 WEST 52 STREET, New York, NY 10019",1081,29,Clinton Green,"Approval consists of multiple BBL's including Block 1080, part of Lot 25; Block 1081, Lot 39 and part of Lot 29.",,,Linear Open Space; Open Space,,,,,,,,, ,40.766241,-73.991004,986746,218347
M040014,Manhattan,1,4,500,WEST 30 STREET,10001,"500 WEST 30 STREET, New York, NY 10001",701,7502,Hudson Yards Eastern Rail Yards Subarea A1,,,,'Covered Pedestrian Space'; Public Access Area,,,,,,,,, ,40.751985,-74.001704,983929,213296
M040015,Manhattan,1,4,450,WEST 33 STREET,10001,"450 WEST 33 STREET, New York, NY 10001",729,9001,,,,,Public Access Area,,REX Architecture PC,Field Operations,,,,,,None,40.753574,-73.998838,984572,213824
M040016,Manhattan,1,4,401,WEST 31 STREET,10001,"401 WEST 31 STREET, New York, NY 10001",729,51,Hudson Yards / Manhattan West (Subarea B2),,,,Art Plaza; Central Plaza; Entry Plaza,,,,,,,,, ,40.752087,-73.997957,984823,213106
M050002,Manhattan,1,5,36,CENTRAL PARK SOUTH,10019,"36 CENTRAL PARK SOUTH, New York, NY 10019",1274,11,Park Lane Hotel,South side of Central Park South between Fifth and Sixth Avenues,1971,Completed,Arcade; Plaza,,Emery Roth & Sons,Emery Roth & Sons,Arcade 2098.00 sf; Plaza 1958.00 sf,Arcade: 24 Hours; Plaza: 24 Hours,Arcade: None; Plaza: Trees on Street (on Central Park South),,,Full/Partial,40.764811,-73.975409,991062,217919
M050003,Manhattan,1,5,767,FIFTH AVENUE,10153,"767 FIFTH AVENUE, New York, NY 10153",1294,1,General Motors Building,East side of Fifth Avenue between East 58th and 59th Streets,1968,Completed,Arcade; Plaza,,Edward Durell Stone,Edward Durell Stone; Thomas Balsley Associates (for alteration in 1999); Moed de Armas & Shannon Architects P.C. (for alteration in 2004 and 2011); MPFP & Mathews Nielsen (for design change and reduction in 2017),Arcade 1971.00 sf; Plaza 19730.00 sf,Arcade: 24 Hours; Plaza: 24 Hours,"Arcade: None; Plaza: Artwork (Art Objects); Plaza: Lighting (average 2 foot candles); Plaza: Litter Receptacles (8 total at 51 gallons); Plaza: Planting (504 sf total in planting beds. 252 sf each planting bed.); Plaza: Plaque/Sign (2 Plaques provided); Plaza: Retail Frontage (124'-8""); Plaza: Seating (626 LF in total provided Including 104 movable chairs, fixed benches with backs, fixed benches without backs and seat walls.); Plaza: Tables (26 movable tables); Plaza: Trees within Space (28 trees total); Plaza: Water Feature (2 Linear water features (163 sf each, includes 120 sf for traverse paths))",,,Full/Partial,40.763609,-73.972435,991886,217481
M050004,Manhattan,1,5,500,PARK AVENUE,10022,"500 PARK AVENUE, New York, NY 10022",1294,37,500 Park Tower,Southwest corner of Park Avenue and East 59th Street,1984,Completed,Arcade; Sidewalk Widening; Urban Plaza,500 Park Avenue Associates,"James Stewart Polshek & Associates/Schuman Lichtenstein Claman & Efron/Skidmore, Owings & Merrill","James Stewart Polshek & Associates/Schuman Lichtenstein Claman & Efron/Skidmore, Owings & Merrill",Arcade 2695.00 sf; Sidewalk Widening 1173.40 sf; Urban Plaza 1479.00 sf,Arcade: 24 Hours; Sidewalk Widening: 24 Hours; Urban Plaza: 24 Hours,Arcade: None; Sidewalk Widening: Trees on Street (8 on East 59th Street); Urban Plaza: Lighting; Urban Plaza: Planting; Urban Plaza: Plaque/Sign; Urban Plaza: Retail Frontage,,,Full/Partial,40.762894,-73.970356,992462,217221
M050005,Manhattan,1,5,499,PARK AVENUE,10022,"499 PARK AVENUE, New York, NY 10022",1313,4,,Southeast corner of Park Avenue and East 59th Street,1980,Completed,Glass-Enclosed Urban Plaza Equivalent; Open Urban Plaza Equivalent; Sidewalk Widening Equivalent; Through Block Arcade Equivalent,,I.M. Pei and Partners,I.M. Pei and Partners,Glass-Enclosed Urban Plaza Equivalent 1450.00 sf; Open Urban Plaza Equivalent 525.00 sf; Sidewalk Widening Equivalent 487.00 sf; Through Block Arcade Equivalent 1540.00 sf,Glass-Enclosed Urban Plaza Equivalent: 24 Hours; Open Urban Plaza Equivalent: 24 Hours; Sidewalk Widening Equivalent: 24 Hours; Through Block Arcade Equivalent: 24 Hours,Glass-Enclosed Urban Plaza Equivalent: Lighting; Glass-Enclosed Urban Plaza Equivalent: Seating (bench); Glass-Enclosed Urban Plaza Equivalent: Trees within Space; Open Urban Plaza Equivalent: Plaque/Sign; Sidewalk Widening Equivalent: None; Through Block Arcade Equivalent: None,,,Full/Partial,40.76254,-73.969605,992670,217092
M050006,Manhattan,1,5,110,EAST 59 STREET,10022,"110 EAST 59 STREET, New York, NY 10022",1313,5,,South side of East 59th Street between Lexington and Park Avenues,1968,Completed,Arcade; Plaza (in C5-3); Plaza (in C6-4),,William Lescaze & Associates,William Lescaze & Associates,Arcade 4210.00 sf; Plaza (in C5-3) 4786.00 sf; Plaza (in C6-4) 398.00 sf,Arcade: 24 Hours; Plaza (in C5-3): 24 Hours; Plaza (in C6-4): 24 Hours,Arcade: None; Plaza (in C5-3): None; Plaza (in C6-4): None,,,Full/Partial,40.762219,-73.969317,992750,216975
M050007,Manhattan,1,5,115,EAST 57 STREET,10022,"115 EAST 57 STREET, New York, NY 10022",1312,7501,Galleria,North side of East 57th Street between Lexington and Park Avenues,1974,Completed,Covered Pedestrian Space,,David Kenneth Specter/Philip Birnbaum,David Kenneth Specter,Covered Pedestrian Space 7419.29 sf,"Covered Pedestrian Space: Restricted Hours (Monday through Saturday, 8:00 am to 10:00 pm, Sunday, 8:00 am to 6:00 pm)","Covered Pedestrian Space: Climate Control; Covered Pedestrian Space: Lighting; Covered Pedestrian Space: Other Required (skylight); Covered Pedestrian Space: Planting; Covered Pedestrian Space: Plaque/Sign (stanchion with signs at southern entrance stating ""public seating area;"" plaque at northern and southern entrance); Covered Pedestrian Space: Programs (public events scheduled for at least 60 days each calendar year); Covered Pedestrian Space: Retail Frontage; Covered Pedestrian Space: Seating (52 movable chairs, bench); Covered Pedestrian Space: Tables (14); Covered Pedestrian Space: Trees within Space (4); Covered Pedestrian Space: Water Feature (fountain)",skylight,Covered Pedestrian Space: Other Permitted (food service kiosk; restaurant seating located in the lowest tier of the terraces and along the western wall running approximately 50 feet south),Full/Partial,40.761752,-73.969739,992633,216805
M050008,Manhattan,1,5,9,WEST 57 STREET,10019,"9 WEST 57 STREET, New York, NY 10019",1273,22,Solow,North side of West 57th Street between Fifth and Sixth Avenues,1972,Completed,Arcade; Plaza,Solow Building Co.,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill",Arcade 10970.90 sf; Plaza 17596.90 sf,Arcade: 24 Hours; Plaza: 24 Hours,Arcade: None; Plaza: None,,,Full/Partial,40.763886,-73.974991,991178,217582
M050009,Manhattan,1,5,58,WEST 58 STREET,10019,"58 WEST 58 STREET, New York, NY 10019",1273,7501,,South side of West 58th Street between Fifth and Sixth Avenues,1968,Completed,Arcade; Plaza,,Samuel Paul & Seymour Jarmul Architects,Samuel Paul & Seymour Jarmul Architects,Arcade 1500.00 sf; Plaza 4918.48 sf,Arcade: 24 Hours; Plaza: 24 Hours,Arcade: None; Plaza: None,,,Full/Partial,40.764521,-73.976167,990852,217813
M050010,Manhattan,1,5,211,WEST 56 STREET,10019,"211 WEST 56 STREET, New York, NY 10019",1028,17,Carnegie Mews,Northeast corner of West 56th Street and Broadway,1976,Completed,Plaza,Ralph Kern,Philip Birnbaum,Philip Birnbaum,Plaza 4773.50 sf,Plaza: 24 Hours,Plaza: Other Required (access ramp from West 56th Street to Plaza); Plaza: Planting (planters adjacent to Plaza entry stairs and ramp),access ramp from West 56th Street to Plaza,,Full/Partial,40.765474,-73.98147,989383,218160
M050011,Manhattan,1,5,888,SEVENTH AVENUE,10106,"888 SEVENTH AVENUE, New York, NY 10106",1028,29,,West side of Seventh Avenue between West 56th and 57th Streets,1970,Completed,Plaza,Arlen Realty & Development Corp.,Emery Roth & Sons,Emery Roth & Sons; Thomas Balsley Associates (for alteration),Plaza 12317.00 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.765361,-73.980881,989546,218119
M050012,Manhattan,1,5,118,WEST 57 STREET,10019,"118 WEST 57 STREET, New York, NY 10019",1009,19,Le Parker Meridien Hotel,South side of West 57th Street between Sixth and Seventh Avenues,1979,Completed,Plaza; Through Block Arcade,Jack Parker,Philip Birnbaum,Philip Birnbaum,Plaza 3000.00 sf; Through Block Arcade 6820.00 sf,Plaza: 24 Hours; Through Block Arcade: Restricted Hours (7:00 am to midnight),"Plaza: Planting; Plaza: Seating (planter ledge); Plaza: Trees within Space (3 of four-inch caliper, with other trees in planters); Through Block Arcade: Artwork (mural by Richard Haas or equivalent artist at northern portion); Through Block Arcade: Lighting (minimum 8 foot candles); Through Block Arcade: Other Required (skylight above middle portion); Through Block Arcade: Plaque/Sign; Through Block Arcade: Retail Frontage; Through Block Arcade: Seating (54 movable chairs); Through Block Arcade: Tables (18 tables of 34-inch diameter)",skylight above middle portion,,Full/Partial,40.764241,-73.978496,990207,217711
M050013,Manhattan,1,5,40,WEST 57 STREET,10019,"40 WEST 57 STREET, New York, NY 10019",1272,63,,South side of West 57th Street between Fifth and Sixth Avenues,1972,Completed,Plaza; Through Block Arcade,Samuel Lefrak,Jack Brown,Jack Brown,Plaza 5183.74 sf; Through Block Arcade 4366.12 sf,Plaza: 24 Hours; Through Block Arcade: Restricted Hours (8:00 am to midnight),Plaza: Planting (on West 56th Street); Through Block Arcade: Lighting; Through Block Arcade: Planting,,,Full/Partial,40.76367,-73.976362,990798,217503
M050014,Manhattan,1,5,725,FIFTH AVENUE,10022,"725 FIFTH AVENUE, New York, NY 10022",1292,7501,Trump Tower,East side of Fifth Avenue between East 56th and 57th Streets,1983,Completed,Covered Pedestrian Space; Landscaped Terraces; Passageway,Donald Trump,Swanke Hayden Connell Architects,Swanke Hayden Connell Architects; Thomas Balsley Associates,Covered Pedestrian Space 6626.00 sf; Landscaped Terraces 6336.00 sf; Passageway 0.00 sf,Covered Pedestrian Space: Closing for Events (up to four closings annually by prior authorization); Covered Pedestrian Space: Restricted Hours (8:00 am to 10:00 pm); Landscaped Terraces: Restricted Hours (open during store hours); Passageway: Restricted Hours (8:00 am to 10:00 pm),"Covered Pedestrian Space: Climate Control; Covered Pedestrian Space: Elevator (at least 2 elevators must go to concourse, street, and all upper levels); Covered Pedestrian Space: Escalator (escalators must go to concourse, street, and all upper levels); Covered Pedestrian Space: Lighting; Covered Pedestrian Space: Litter Receptacles; Covered Pedestrian Space: Other Required (skylight); Covered Pedestrian Space: Planting (Covered Pedestrian Space); Covered Pedestrian Space: Plaque/Sign (14); Covered Pedestrian Space: Restrooms (2 on concourse level near Covered Pedestrian Space); Covered Pedestrian Space: Retail Frontage; Covered Pedestrian Space: Seating (165 linear feet including 22-foot bench seating directly across from elevator near Fifth Avenue entrance); Covered Pedestrian Space: Tables (30 movable); Covered Pedestrian Space: Trees within Space (4 at street level, 4 at concourse level); Covered Pedestrian Space: Water Feature (waterfall); Landscaped Terraces: Lighting; Landscaped Terraces: Other Required (Landscaped Terrace (Fifth Floor), Passageway: multiple pedestrian connections to Niketown); Landscaped Terraces: Planting (Landscaped Terrace (Fourth Floor), Landscaped Terrace (Fifth Floor)); Landscaped Terraces: Seating (Landscaped Terrace (Fourth Floor): benches; Landscaped Terrace (Fifth Floor): 64 fixed seats, 84 movable seats); Landscaped Terraces: Tables (Landscaped Terrace (Fourth Floor): 6 movable; Landscaped Terrace (Fifth Floor): 21 movable); Landscaped Terraces: Water Feature (Landscaped Terrace (Fifth Floor): fountain); Passageway: Climate Control; Passageway: Lighting","Landscaped Terrace (Fifth Floor), Passageway: multiple pedestrian connections to Niketown; skylight",,Full/Partial,40.762311,-73.973894,991482,217008
M050015,Manhattan,1,5,590,MADISON AVENUE,10022,"590 MADISON AVENUE, New York, NY 10022",1292,15,,Southwest corner of East 57th Street and Madison Avenue,1982,Completed,Arcade; Covered Pedestrian Space; Seating Area; Through Block Arcade; Urban Plaza,,Edward Larrabee Barnes,Edward Larrabee Barnes; Zion and Breen; Robert A. M. Stern (for alteration in 1995),Arcade 1851.00 sf; Covered Pedestrian Space 8261.00 sf; Seating Area 0.00 sf; Through Block Arcade 4669.00 sf; Urban Plaza 1821.00 sf,"Arcade: 24 Hours; Covered Pedestrian Space: Closing for Events (may be closed to the public with advance notice for 6 private and 6 local community and not-for-profit organization events per year, starting no earlier than 3:00 pm weekdays or 5:00 pm weekend days; a sign giving notice of such closing must be posted at each entrance to the indoor public spaces for seven days prior to the event); Covered Pedestrian Space: Restricted Hours (8:00 am to 10:00 pm); Seating Area: Closing for Events (may be closed to the public with advance notice for 6 private and 6 local community and not-for-profit organization events per year, starting no earlier than 3:00 pm weekdays or 5:00 pm weekend days; a sign giving notice of such closing must be posted at each entrance to the indoor public spaces for seven days prior to the event); Seating Area: Restricted Hours (8:00 am to 10:00 pm); Through Block Arcade: Closing for Events (may be closed to the public with advance notice for 6 private and 6 local community and not-for-profit organization events per year, starting no earlier than 3:00 pm weekdays or 5:00 pm weekend days; a sign giving notice of such closing must be posted at each entrance to the indoor public spaces for seven days prior to the event); Through Block Arcade: Restricted Hours (8:00 am to 10:00 pm); Urban Plaza: 24 Hours","Arcade: None; Covered Pedestrian Space: Artwork (Covered Pedestrian Space, Seating Area: indoor sculpture garden for display of large-scale works of art by major artists of the twentieth century, to be changed two or more times a year); Covered Pedestrian Space: Lighting; Covered Pedestrian Space: Litter Receptacles (Covered Pedestrian Space, Seating Area: 8); Covered Pedestrian Space: Plaque/Sign; Covered Pedestrian Space: Retail Frontage; Covered Pedestrian Space: Seating (Covered Pedestrian Space, Seating Area: 110 movable chairs); Covered Pedestrian Space: Tables (Covered Pedestrian Space, Seating Area: 32 movable); Covered Pedestrian Space: Trees within Space (Covered Pedestrian Space, Seating Area: 8 clusters in recessed planting beds); Seating Area: Artwork (Covered Pedestrian Space, Seating Area: indoor sculpture garden for display of large-scale works of art by major artists of the twentieth century, to be changed two or more times a year); Seating Area: Food Service (food and coffee kiosk); Seating Area: Lighting; Seating Area: Litter Receptacles (Covered Pedestrian Space, Seating Area: 8); Seating Area: Plaque/Sign; Seating Area: Seating (Covered Pedestrian Space, Seating Area: 110 movable chairs); Seating Area: Tables (Covered Pedestrian Space, Seating Area: 32 movable); Seating Area: Trees within Space (Covered Pedestrian Space, Seating Area: 8 clusters in recessed planting beds); Through Block Arcade: Lighting; Through Block Arcade: Litter Receptacles (2); Through Block Arcade: Other Required (access from 8:00 am to 10:00 pm from Through Block Arcade to passageway connecting to adjacent Trump Tower and to Fifth Avenue); Through Block Arcade: Plaque/Sign; Urban Plaza: Lighting; Urban Plaza: Plaque/Sign; Urban Plaza: Seating (66 linear feet of fixed seating); Urban Plaza: Trees on Street (14); Urban Plaza: Water Feature (sculpture pool)",access from 8:00 am to 10:00 pm from Through Block Arcade to passageway connecting to adjacent Trump Tower and to Fifth Avenue,,Full/Partial,40.762105,-73.973042,991718,216933
